Date,Startup_Name,Industry,SubVertical,City,Investors,InvestmentType,Amount_USD,sector,bif_indus
2017-06-21,Fynd,eCommerce,"Fashion etailer",Mumbai,"IIFL Seed Ventures, Kae Capital, FJ Labs, Singularity Ventures, GrowX, Tracxn Labs, Axis Capital","Private Funding",2400000,E-Commerce,eCommerce
2017-06-21,GrowFit,"Consumer Internet","Health Tech platform",Bangalore,"Manipal Education and Medical Group (MEMG), SAR Group, The Grover Trust","Private Funding",4500000,Healthcare,"Health Tech platform"
2017-06-21,Fabulyst,Technology,"Artificial Intelligence based platform",Hyderabad,iBhubs,"Seed Funding",215000,Technology,Technology
2017-06-21,mSwipe,Technology,"Point of Sale services",Mumbai,"UC-RNT Fund, Matrix Partners, alcon Edge Capital, DSG Consumer Partners","Private Funding",31000000,Technology,Technology
2017-06-22,JuliaComputing,Technology,"Open Source Language for Data Science and Machine Learning",Bangalore,"General Catalyst, Founder Collective","Private Funding",4600000,Technology,Technology
2017-06-22,Kissht,"Consumer Internet","Consumer Lending platform",Mumbai,"Endiya Partners, Ventureast","Private Funding",2000000,Technology,"Consumer Lending platform"
2017-06-22,ExploreLifetraveling,"Consumer Internet","Local homes booking platform",Bangalore,"Mekin Maheshwari, Bharat Vijay, Krish Seshadri, Amar Arsikere","Seed Funding",500000,Technology,"Local homes booking platform"
2017-06-23,Loantap,"Consumer Internet","Lending platform for salaried professionals",Mumbai,"Kae Capital, India Quotient, IFMR, and MAS Financial Services Ltd","Private Funding",4000000,Technology,"Lending platform for salaried professionals"
2017-06-23,Voxweb,"Consumer Internet","Mobile based social networking platform",Mumbai,"Undisclosed investors","Seed Funding",1000000,Technology,"Mobile based social networking platform"
2017-06-26,HUGInnovations,Technology,"Gesture based Smartwatch manufacturer",Hyderabad,"Mohit Srivastav, Kishore Ganji, Venkat Vallabhaneni, Rajeev Menon","Private Funding",5000000,Technology,Technology
2017-06-26,Flipkart,eCommerce,"Online marketplace",Bangalore,Naspers,"Private Funding",71000000,E-Commerce,eCommerce
2017-06-26,VResorts,"Consumer Internet","Holiday & Vacation resort aggregator",Noida,"Seedfund, RB International","Private Funding",4000000,Other,"Holiday & Vacation resort aggregator"
2017-06-27,Stashfin,"Consumer Internet","Personal Finance App",Delhi,"Snow Leopard Ventures, Alto Partners","Private Funding",5000000,Finance,"Personal Finance App"
2017-06-27,SparesHub,eCommerce,"Automobile parts marketplace",Pune,"The Chennai Angels, Anthill Scale Ventures, Esvee Technologies Inc, Inc95 Consulting","Seed Funding",311000,E-Commerce,eCommerce
2017-06-28,Rubique,"Consumer Internet","Online Marketplace for financial products",Mumbai,"Kalaari Capital, Udayan Goyal","Private Funding",3000000,Finance,"Online Marketplace for financial products"
2017-06-28,Nikiai,"Consumer Internet","AI Based Personal Assistant",Bangalore,"SAP.iO, Unilazer Ventures","Private Funding",2000000,Other,"AI Based Personal Assistant"
2017-06-29,Fitpass,"Consumer Internet","Online Fitness Marketplace",Delhi,"Abhinav Bindra, Gaurav Marya","Private Funding",1000000,Healthcare,"Online Fitness Marketplace"
2017-06-30,TagosDesign,Technology,"in video discovery platform",Bangalore,"Undisclosed Investors","Private Funding",5000000,Technology,Technology
2017-06-30,UrbanClap,"Consumer Internet","Mobile Services Marketplace",Gurugram,"Vy Capital, SAIF Partners, Accel Partner, Bessemer Venture Partners","Private Funding",21000000,E-Commerce,"Mobile Services Marketplace"
2017-05-01,Ace2three,"Consumer Internet","Online Rummy playing Website",Hyderabad,"Clairvest Group","Private Funding",73700000,Technology,"Online Rummy playing Website"
2017-05-01,Power2SME,eCommerce,"Buying portal for SMEs",Gurugram,"International Finance Corporation","Private Funding",10000000,E-Commerce,eCommerce
2017-05-02,Innovapptive,Technology,"Enterprise Mobility Solutions",Hyderabad,"Hyderabad Angels","Seed Funding",1500000,Technology,Technology
2017-05-02,4tigo,Logistics,"Truck Network company",Bangalore,"Accel Partners Nandan Nilekani","Private Funding",10000000,"Transportation and Logistics",Logistics
2017-05-02,ZippServe,"Consumer Internet","Real estate risk assessment platform",Bangalore,"undisclosed investors","Seed Funding",390000,"Real Estate","Real estate risk assessment platform"
2017-05-03,OlaCabs,"Consumer Internet","Cab Aggregation App",Bangalore,"Falcon Edge Capital, Capital Advisers","Private Funding",104500000,"Transportation and Logistics","Cab Aggregation App"
2017-05-03,Sumeru,Technology,"Software & Mobile development services",Bangalore,"undisclosed investors","Seed Funding",1000000,Technology,Technology
2017-05-05,BalanceApp,"Consumer Internet","Money Savings & Management App",Bangalore,Rainmatter,"Seed Funding",233000,Finance,"Money Savings & Management App"
2017-05-08,YepMe,eCommerce,"Private Label Fashion etailer",Gurugram,"Rainbow Digital Services Pvt. Ltd, ILearnFinance Academy Pvt. Ltd.","Private Funding",700000,E-Commerce,eCommerce
2017-05-08,MyGreens,"Food & Beverage","Cold press Juices manufacturer",Delhi,"Ajay Relan, LetsVenture","Seed Funding",1000000,"Food and Beverages","Food & Beverage"
2017-05-08,AceTurtle,Technology,"Omni Channel Platform",Bangalore,"Vertex Ventures, C31 Ventures","Private Funding",5000000,Technology,Technology
2017-05-08,CureFit,Technology,"Health Tech Platform",Bangalore,"Trifecta Capital Advisors LLP, Prathithi Investment Trust, RNT Capital, Gokul Rajaram, Aditya Agarwal, Ruchi Sanghvi & others","Private Funding",3200000,Technology,Technology
2017-05-09,CurieLabs,Technology,"Energy Analytics startup",Delhi,"Satoshi Studios","Seed Funding",50000,Technology,Technology
2017-05-10,Vidooly,"Consumer Internet","Video Intelligence platform",Noida,"Times Internet, GVFL","Private Funding",1400000,Technology,"Video Intelligence platform"
2017-05-10,Shopclues,eCommerce,"Online marketplace",Gurugram,"InnoVen Capital","Private Funding",7700000,E-Commerce,eCommerce
2017-05-10,FourthAmbit,"Consumer Internet","Community Building platform",Bangalore,1Crowd,"Seed Funding",600000,Technology,"Community Building platform"
2017-05-11,EarlySalary,"Consumer Internet","Online lending platform",Pune,"DG Ventures India, Dewan Housing Finance Corp","Private Funding",4000000,Technology,"Online lending platform"
2017-05-12,LegalRaasta,"Consumer Internet","Legal Services to SMEs & Individuals",Delhi,"Impanix Capital","Private Funding",5000000,Services,"Legal Services to SMEs & Individuals"
2017-05-12,RemitGuru,"Consumer Internet","Digital money transfer platform",Mumbai,"Infibeam, CCavenue","Private Funding",466000,Finance,"Digital money transfer platform"
2017-05-12,Aequm,eCommerce,"Cloud ECommerce platform",Bangalore,"undisclosed investors","Seed Funding",1000000,E-Commerce,eCommerce
2017-05-15,Zapty,Technology,"Project Management tool",Bangalore,"IdeaSpring Capital","Seed Funding",500000,Technology,Technology
2017-05-16,Telr,Technology,"Online Payment Gateway",Mumbai,"Innovations East","Private Funding",3000000,Technology,Technology
2017-05-16,Fynd,eCommerce,"Fashion ECommerce Portal",Mumbai,Rocketship,"Private Funding",500000,E-Commerce,eCommerce
2017-05-17,Genie,"Consumer Internet","hyperlocal delivery and logistics mobile app",Chennai,"undisclosed investors","Seed Funding",250000,E-Commerce,"hyperlocal delivery and logistics mobile app"
2017-05-17,Paysense,"Consumer Internet","Online Lending platform",Mumbai,"Jungle Ventures","Private Funding",5300000,Technology,"Online Lending platform"
2017-05-18,TheGoodLife,ECommerce,"Online Luxury Tea etailer",Mumbai,"Ayesha Takia Azmi, Abu Farhan Azmi","Seed Funding",1000000,E-Commerce,ECommerce
2017-05-18,Paytm,ECommerce,"Mobile Wallet & ECommerce platform",Bangalore,"SoftBank Group","Private Funding",1400000000,E-Commerce,ECommerce
2017-05-19,EzCred,"Consumer Internet","Consumer Lending Platform",Bangalore,"Dheeraj Pandey, Rajesh Yohannan, Akash Garg","Seed Funding",1000000,Technology,"Consumer Lending Platform"
2017-05-22,Delhivery,Logistics,"ECommerce Logistics provider",Delhi,"Fosun International","Private Funding",30000000,"Transportation and Logistics",Logistics
2017-05-22,ZipGrid,"Consumer Internet","Cashless, paperless solutions for Housing societies",Mumbai,"JLL, 1Crowd","Seed Funding",500000,"Real Estate","Cashless, paperless solutions for Housing societies"
2017-05-23,Magicpin,"Consumer Internet","Hyperlocal discovery platform",Gurugram,"Lightspeed Venture Partners Vy Capital","Private Funding",6600000,Technology,"Hyperlocal discovery platform"
2017-05-23,Box8,"Consumer Internet","Food Delivery Platform",Mumbai,"Trifecta Capital","Private Funding",1000000,"Food and Beverages","Food Delivery Platform"
2017-05-24,GenNextStudents,"Consumer Internet","Online Tutoring Services",Mumbai,"Undisclosed Investors","Seed Funding",580000,Technology,"Online Tutoring Services"
2017-05-25,AyeFinance,Finance,"Non Banking Financial Company",Gurugram,"Blue Orchard","Private Funding",8000000,Finance,Finance
2017-05-29,CollateralMedical,eCommerce,"Online Medical equipment supplier",Mumbai,"Carpediem Capital","Private Funding",3500000,E-Commerce,eCommerce
2017-05-30,SuprDaily,"Consumer Internet","Subscription based delivery platform",Mumbai,"Soma Capital, Great Oaks Ventures, 122 West Ventures","Private Funding",1500000,E-Commerce,"Subscription based delivery platform"
2017-05-30,Swiggy,"Consumer Internet","Online food delivery platform",Bangalore,"Nasper, Accel India, SAIF Partners, Bessemer Venture Partners, Harmony Partners, Norwest Venture Partners","Private Funding",80000000,"Food and Beverages","Online food delivery platform"
2017-05-31,SastaSundar,eCommerce,"Online Pharmacy",Kolkata,"Rohto Pharmaceutical","Private Funding",5000000,E-Commerce,eCommerce
2017-05-31,Magicpin,"Consumer Internet","Hyperlocal Discovery & Rewards platform",Gurugram,"Lightspeed India Partners, Waterbridge Ventures","Private Funding",7000000,Technology,"Hyperlocal Discovery & Rewards platform"
2017-04-01,Cashe,"Consumer Internet","Online & Mobile based Lending platform",Mumbai,"Mathew Cyriac Florintree Advisors","Private Funding",3800000,Technology,"Online & Mobile based Lending platform"
2017-04-03,Eruditus,Education,"Executive Education Provider",Mumbai,"Bertelsmann India","Private Funding",8200000,Education,Education
2017-04-03,HealthcareatHome,Healthcare,"Home Healthcare Provider",Noida,"Quadria Capital Advisors","Private Funding",40000000,Healthcare,Healthcare
2017-04-04,WayCool,"Food & Beverage","Fresh Produce Distribution Platform",Chennai,"Aspada Investments","Private Funding",2700000,"Food and Beverages","Food & Beverage"
2017-04-04,Perfios,Technology,"Fin Tech Solutions",Bangalore,"Bessemer Venture Partners","Private Funding",6100000,Technology,Technology
2017-04-04,Whatfix,Technology,"Interactive Tech Support Guides",Bangalore,"Stellaris Venture Partners, Helion Venture Partners, Powerhouse Ventures, Gokul Rajaram, Girish Mathrubootham, Aneesh Reddy, Vispi Daver","Private Funding",3690000,Technology,Technology
2017-04-04,ElastiRun,Technology,"App based Logistics & Distribution platform",Pune,"Kalaari Capital, Norwest Venture Partners","Private Funding",7000000,Technology,Technology
2017-04-04,Trukky,"Consumer Internet","Online Truck Aggregator & Booking platform",Ahemdabad,"Keyur Joshi, Pavan Bakeri","Seed Funding",500000,Technology,"Online Truck Aggregator & Booking platform"
2017-04-04,KonsultApp,"Consumer Internet","App based Doctor Consulting platform",Delhi,"Koen Bouwers, Lomesh Agarwal, Jeroen Mensen, Pablo van den Bosch & Others","Seed Funding",500000,Healthcare,"App based Doctor Consulting platform"
2017-04-05,Fingerlix,"Consumer Internet","Food Delivery Platform",Mumbai,"Zephyr Peacock India","Private Funding",3000000,"Food and Beverages","Food Delivery Platform"
2017-04-06,MedwellVentures,Healthcare,"Home Based Healthcare provider",Bangalore,"Mahindra Partners, Eight Roads Ventures, F-Prime Capital Partners","Private Funding",21000000,Healthcare,Healthcare
2017-04-06,MechMocha,"Consumer Internet","Mobile gaming startup",Bangalore,"Accel Partners, Shunwei Capital","Private Funding",5000000,"Online Gaming","Mobile gaming startup"
2017-04-07,PharmEasy,eCommerce,"Online Pharmacy",Mumbai,"Bessemer Venture Partners Orios Venture Partners Trifecta Capital","Private Funding",18000000,E-Commerce,eCommerce
2017-04-08,FastFox,"Consumer Internet","Online rental discovery platform",Gurugram,"Lightspeed India Partners, Blume Ventures, CyberAgent Ventures, GrowX Ventures, IMJ Investment Partners","Private Funding",4600000,Technology,"Online rental discovery platform"
2017-04-10,Omnify,Technology,"SaaS platform for SMEs",Bangalore,"Rajan Anandan, L.D Sharma, Saurabh Arora","Seed Funding",150000,Technology,Technology
2017-04-10,CapitalFloat,"Consumer Internet","Online Lending Platform for SME",Bangalore,"Mahindra and Mahindra Financial Services","Private Funding",2300000,Technology,"Online Lending Platform for SME"
2017-04-11,Ninjacart,eCommerce,"B2B agri marketing platform",Bangalore,"Accel Partners, Nandan Nilekanis NRJN Trust, Mistletoe, Qualcomm Ventures, M&S Partners","Private Funding",5500000,E-Commerce,eCommerce
2017-04-11,MergerWare,Technology,"Software solutions for M&As",Bangalore,"Philippe Bouchet","Seed Funding",100000,Technology,Technology
2017-04-12,Clovia,eCommerce,"Online lingerie & Sleepwear etailer",Delhi,"Ivycap Ventures Advisors, Singularity Ventures and Ravi Dhariwal","Private Funding",4000000,E-Commerce,eCommerce
2017-04-12,Emiza,Logistics,"Third Party Logistics provider",Mumbai,"Mayfield, Nishant Rao, Dileep Nath","Private Funding",4500000,"Transportation and Logistics",Logistics
2017-04-12,HackerEarth,"Consumer Internet","Online Skill Assessment Platform",Bangalore,"DHI Group Inc, Prime Venture Partners, Beenext, Beenos, Digital Garage, BizReach","Private Funding",4500000,Technology,"Online Skill Assessment Platform"
2017-04-12,Squadrun,Technology,"Software As a Service Platform",Noida,"Blume Ventures, Contrarian Capital, 91springboard, Emergent Ventures, Abstract Ventures, Anthill Ventures, Axilor Ventures","Private Funding",2100000,Technology,Technology
2017-04-13,WeAreHolidays,"Consumer Internet","Travel Packages & Planner marketplace",Gurugram,"Urrshila Kerkar","Private Funding",7700000,Hospitality,"Travel Packages & Planner marketplace"
2017-04-14,OlaCabs,"Consumer Internet","Cab Aggregator App",Bangalore,"SIMI Pacific Pte","Private Funding",260000000,"Transportation and Logistics","Cab Aggregator App"
2017-04-15,Myly,"Consumer Internet","Mobile App for Schools",Jaipur,"mall Industries Development Bank of India (SIDBI)","Seed Funding",310000,Education,"Mobile App for Schools"
2017-04-17,CrediHealth,"Consumer Internet","Online Medical Assistance platform",Gurugram,"Tolaram Inc, Mountain Pine Capital","Private Funding",1500000,Healthcare,"Online Medical Assistance platform"
2017-04-17,Snackible,"Food & Beverages","Healthy Snacks manufacturer",Mumbai,"Nibhrant Shah, Anandbir Singh, Anirudh Sheth, Pratik Singhi, Vikram Mehta, Murali Nair","Seed Funding",175000,"Food and Beverages","Food & Beverages"
2017-04-17,BeUSalons,"Consumer Internet","Online Salon discovery & Booking Services",Delhi,"Gaurav Kachru, Sundeep Singh Sahni, Jatin Aneja, Arun Malhotra","Seed Funding",620000,Technology,"Online Salon discovery & Booking Services"
2017-04-17,LendingKart,"Consumer Internet","Lending platform for small businesses",Ahemdabad,"Anicut Capital","Private Funding",4650000,Technology,"Lending platform for small businesses"
2017-04-18,InnefuSecurityConsulting,Technology,"Cyber Security solutions using AI",Delhi,"IndiaNivesh Venture Capital Fund","Private Funding",2000000,Technology,Technology
